"id","symbol","chr","position","strand","product","tissue","statistic","dm","p.value","q.value"
"cg06980053","RASSF1","3",50350678,"-","Ras association domain family 1 isoform A","TCTX",1.46240601633619,0.00987733735650034,0.146201280281391,0.973634788646489
"cg03960217","LCE2C","1",150914401,"","late cornified envelope 2C","TCTX",1.46189439216959,0.0185360871744178,0.146341243566426,0.973634788646489
"cg19953406","KLK7","19",56179172,"-","stratum corneum chymotryptic enzyme preproprotein","TCTX",1.46164817402214,0.0155857080959138,0.146408637609795,0.973634788646489
"cg24852661","GOLPH2","9",87904951,"-","golgi phosphoprotein 2","PONS",1.46245009875109,0.0160640641486376,0.14644353574909,0.50290284192134
"cg17095936","TBX19","1",166517252,"","T-box 19","TCTX",-1.46144897173491,-0.00697891431010903,0.146463180211998,0.973634788646489
"cg20247048","FLJ32065","17",60402820,"-","hypothetical protein LOC201283","FCTX",-1.4603337242926,-0.0188661975008034,0.146610918196317,0.994688424085358
"cg09527362","C6orf150","6",74218863,"-","hypothetical protein LOC115004","PONS",-1.4617152361899,-0.0182336110579812,0.146644559138959,0.50290284192134
"cg16604516","FBLN2","3",13565419,"+","fibulin 2 precursor; isoform a","CRBLM",-1.46176281848991,-0.0262723673204923,0.146683272295812,0.668151141405316
"cg00002426","SLMAP","3",57718583,"+","sarcolemma associated protein","PONS",1.46138787914022,0.0295703214503175,0.146734177284068,0.50290284192134
"cg24765079","CDH1","16",67329931,"+","cadherin 1; type 1 preproprotein","PONS",1.46136610351048,0.0291262247732744,0.146740140144713,0.50290284192134
"cg25661884","RDH8","19",9985267,"","retinol dehydrogenase 8 (all-trans)","CRBLM",1.46124308390177,0.0157080614753504,0.146825561867032,0.668151141405316
"cg20520888","SPATC1","8",145158231,"","spermatogenesis and centriole associated 1","TCTX",-1.45975720606389,-0.0146756556243006,0.146927028822673,0.973634788646489
"cg25552889","C3orf40","3",185540377,"","hypothetical protein LOC131408","CRBLM",1.46082131209721,0.0291518147606116,0.146941110467688,0.668151141405316
"cg21120063","UNQ830","2",233443154,"+","hypothetical protein LOC389084","TCTX",-1.45948970427552,-0.0205537232398391,0.147000476526696,0.973634788646489
"cg02283643","SULF1","8",70541294,"","sulfatase 1","PONS",1.45991887808285,0.0131060910472878,0.147136857807942,0.50290284192134
"cg26415633","KLK1","19",56019168,"","kallikrein 1 preproprotein","PONS",-1.45981536185093,-0.0163270953507516,0.147165265801983,0.50290284192134
"cg15156367","ABHD7","1",92267592,"+","abhydrolase domain containing 7","CRBLM",1.45959824622144,0.0260144353712744,0.14727658024102,0.668151141405316
"cg12073537","TUBA6","12",47945193,"+","tubulin alpha 6","PONS",1.45916203826336,0.0165601544447721,0.147344655688139,0.50290284192134
"cg22855405","TINAGL1","1",31814624,"+","P3ECSL","CRBLM",-1.45933180378925,-0.0246847714769918,0.147349740338212,0.668151141405316
"cg18959422","MYBPH","1",201411987,"","myosin binding protein H","FCTX",-1.45744616145582,-0.0188343659578362,0.147404670856843,0.994688424085358
"cg25629118","FLJ44955","6",146154963,"","hypothetical protein LOC401278","TCTX",-1.45695128847093,-0.0159430319262955,0.147698862107199,0.973634788646489
"cg18628483","KIF5A","12",56229593,"","kinesin family member 5A","CRBLM",1.45800237771931,0.0275234603676268,0.147715196758883,0.668151141405316
"cg12754854","PHYHD1","9",130722680,"","phytanoyl-CoA dioxygenase domain containing 1","PONS",-1.4576015443996,-0.0233228516567376,0.147773822442716,0.503650182891532
"cg26987645","FMOD","1",201587009,"-","fibromodulin precursor","FCTX",-1.45585066062916,-0.0190970444046844,0.147844675943105,0.994688424085358
"cg08301503","FLJ43752","6",33669166,"-","hypothetical protein LOC401253","FCTX",1.4553342836271,0.0137893885785626,0.147987298955933,0.994688424085358
"cg07679836","BAK1","6",33656401,"","BCL2-antagonist/killer 1","PONS",-1.45680228778945,-0.0113379805333035,0.147994008476648,0.5036841538495
"cg04756629","LOC400696","19",44861990,"","hypothetical protein LOC400696","TCTX",1.45571672474901,0.0104317105249413,0.148060638108345,0.973634788646489
"cg23322523","TRIM55","8",67201595,"","ring finger protein 29 isoform 2","CRBLM",1.45672248524389,0.0199984294704254,0.148067699614417,0.668151141405316
"cg02222362","PTPN20B","10",48448115,"-","protein tyrosine phosphatase; non-receptor type 20","CRBLM",-1.45672053668001,-0.0300301111943216,0.148068236776358,0.668151141405316
"cg21537939","40066","2",109730450,"-","septin 10 isoform 2","CRBLM",1.45581710593753,0.0325434879020145,0.14831744876253,0.668151141405316
"cg07351267","LRP3","19",38376686,"+","low density lipoprotein receptor-related protein 3","CRBLM",1.4556042299466,0.022552041276141,0.148376218007008,0.668151141405316
"cg24010336","FBXO17","19",44159098,"-","F-box protein FBG4 isoform 2","PONS",-1.45505310748313,-0.0201556811868805,0.148476773959821,0.504396610963214
"cg08775230","C11orf52","11",111294703,"","hypothetical protein LOC91894","FCTX",1.45340025928519,0.0249451023005631,0.148522420415236,0.994688424085358
"cg20423977","PLAC4","21",41479511,"","placenta-specific 4","FCTX",1.45335058506199,0.0172221072777016,0.148536184344196,0.994688424085358
"cg10725344","UNQ1940","7",135084179,"-","hypothetical protein LOC389558","TCTX",-1.45328041790498,-0.0203396592807763,0.148713352714477,0.973634788646489
"cg00837103","COL9A3","20",60917713,"+","alpha 3 type IX collagen","TCTX",1.45164434179735,0.0125702341517447,0.149167234277188,0.973634788646489
"cg21959619","GPR172A","8",145551814,"","G protein-coupled receptor 172A","PONS",-1.45254696940984,-0.0142423518679652,0.149170579493927,0.504396610963214
"cg14333565","NRTN","19",5775065,"+","neurturin precursor","PONS",-1.45202320018564,-0.0134366732459878,0.149315897435074,0.504396610963214
"cg05292376","AATK","17",76709831,"","apoptosis-associated tyrosine kinase","PONS",-1.45184503036695,-0.0197018380505794,0.149365354980671,0.504396610963214
"cg06825166","TMEM10","10",98109069,"","transmembrane protein 10","PONS",-1.45151474970325,-0.0239723761316611,0.149457069964611,0.504396610963214
"cg09143663","BACH1","21",29592287,"+","BTB and CNC homology 1 isoform a","PONS",-1.45063619196783,-0.0158435861877734,0.149701246945503,0.504396610963214
"cg04305913","GPSM1","9",138348733,"+","G-protein signalling modulator 1 (AGS3-like; C. elegans)","CRBLM",1.45016887865163,0.0390557653762333,0.149882885553516,0.668151141405316
"cg02671171","RPH3AL","17",203087,"","rabphilin 3A-like (without C2 domains)","PONS",1.44968338603446,0.0172137828398629,0.149966408228205,0.504396610963214
"cg05671018","LYSMD2","15",49817933,"","LysM; putative peptidoglycan-binding; domain containing 2","CRBLM",1.44981164153857,0.0332245318482876,0.14998232376199,0.668151141405316
"cg26240939","LOC57149","16",20820915,"+","hypothetical protein LOC57149","FCTX",-1.44749519014449,-0.0206243893037242,0.150165534132714,0.994688424085358
"cg25946374","IL22RA1","1",24342378,"","interleukin 22 receptor; alpha 1","CRBLM",1.44880317717391,0.0340882931247941,0.150263308633522,0.668151141405316
"cg17977362","FLJ45964","2",240165186,"","hypothetical protein LOC401040","PONS",-1.44812354085295,-0.0598593895479791,0.150401289165404,0.504396610963214
"cg12045829","TNFSF12","17",7393650,"+","tumor necrosis factor (ligand) superfamily; member 12 isoform 2","FCTX",-1.4465684463654,-0.0191063429743318,0.150424673248281,0.994688424085358
"cg08128768","DAB2IP","9",123502003,"+","DAB2 interacting protein isoform 1","CRBLM",1.44814453875437,0.0179804714392235,0.150447042302798,0.668151141405316
"cg00727590","PLA2G3","22",29866549,"","phospholipase A2; group III precursor","PONS",1.44784920528169,0.0131992110198786,0.1504778739064,0.504396610963214
"cg12376406","FAM12B","14",20306146,"","human epididymis-specific 3 beta precursor","PONS",1.44776913849542,0.0262041263464947,0.150500231387212,0.504396610963214
"cg04008843","TTR","18",27424926,"","transthyretin","CRBLM",1.44765625596234,0.0203518252349481,0.150583365641304,0.668151141405316
"cg21132577","MYOM2","8",1980935,"","myomesin 2","CRBLM",-1.4472081973303,-0.0284332531427739,0.150708542798389,0.668151141405316
"cg21065959","LCE1E","1",151025379,"","late cornified envelope 1E","PONS",1.44653099318394,0.0206175680540437,0.150846292213582,0.504396610963214
"cg17571291","BLVRA","7",43764312,"+","biliverdin reductase A","CRBLM",1.44666095260134,0.0350596624331889,0.150861539306696,0.668151141405316
"cg00615241","PRTN3","19",790689,"","proteinase 3 (serine proteinase; neutrophil; Wegener granulomatosis autoantigen)","PONS",-1.44643936992502,-0.0196548195946248,0.150871925262465,0.504396610963214
"cg10798171","ICA1","7",8268826,"-","islet cell autoantigen 1 isoform 1","PONS",1.44619590669393,0.0161339573443345,0.150940054282398,0.504396610963214
"cg07404485","PON1","7",94791589,"","paraoxonase 1","FCTX",1.4444772061204,0.016898076271974,0.151010699768655,0.994688424085358
"cg00757070","UPK2","11",118332292,"","uroplakin 2","FCTX",1.44383759251548,0.0166354193495866,0.151190289164043,0.994688424085358
"cg20491707","PPYR1","10",46503289,"+","pancreatic polypeptide receptor 1","TCTX",1.44438157723799,0.0111786848181,0.151195007906034,0.973634788646489
"cg23065097","FKBP1B","2",24125331,"+","FK506-binding protein 1B isoform b","TCTX",-1.44376192083835,-0.0212777679772798,0.151368996488855,0.973634788646489
"cg08775230","C11orf52","11",111294703,"","hypothetical protein LOC91894","CRBLM",1.44474789905005,0.0346734774538853,0.151397326370615,0.668151141405316
"cg02844545","GCM2","6",10990029,"-","glial cells missing homolog 2","CRBLM",1.44450186126618,0.012196061537513,0.151466340457257,0.668151141405316
"cg24164563","FOXJ1","17",71647990,"-","forkhead box J1","FCTX",-1.44239807710929,-0.0257651549998209,0.151595075426735,0.994688424085358
"cg15468095","PYCARD","16",31121902,"-","PYD and CARD domain containing isoform a","CRBLM",1.44387380924505,0.0135411840028827,0.151642620455953,0.668151141405316
"cg13191808","PCSK9","1",55277915,"+","proprotein convertase subtilisin/kexin type 9 preproprotein","PONS",-1.44355891156879,-0.00679578473938298,0.151679495589952,0.504734197633766
"cg09839960","HBII-438B","15",23074587,"","","PONS",-1.44329158674167,-0.0204818985782329,0.151754612129404,0.504734197633766
"cg24440147","PKN3","9",130504337,"+","protein kinase PKNbeta","FCTX",1.4416052396338,0.0147419634052631,0.151818374616069,0.994688424085358
"cg04001333","C14orf58","14",75115101,"+","hypothetical protein LOC55640","FCTX",-1.4416136256023,-0.0234995649087153,0.151834618817195,0.994688424085358
"cg00480115","FXYD3","19",40298717,"","FXYD domain containing ion transport regulator 3 isoform 2 precursor","PONS",-1.44299201476262,-0.0276935216516159,0.151838824023005,0.504734197633766
"cg26825412","SOX18","20",62151872,"","SRY-box 18","CRBLM",-1.44312980888397,-0.0177817876435185,0.151851649457173,0.668151141405316
"cg17527798","LTF","3",46481408,"-","lactotransferrin","TCTX",-1.44156452679623,-0.0136715347735394,0.151987230740257,0.973634788646489
"cg26705561","SEC31L2","10",102269781,"-","S. cerevisiae SEC31-like 2 isoform a","FCTX",1.44015487241058,0.0143335614577985,0.152227519746374,0.994688424085358
"cg06344807","SLC9A3R1","17",70257171,"+","solute carrier family 9 (sodium/hydrogen exchanger); isoform 3 regulator 1","PONS",-1.44159267677198,-0.0107084736887316,0.152232666046661,0.504734197633766
"cg18806365","FABP5","8",82355364,"+","fatty acid binding protein 5 (psoriasis-associated)","FCTX",-1.43995724609895,-0.0300568166158225,0.152283335323712,0.994688424085358
"cg21120063","UNQ830","2",233443154,"+","hypothetical protein LOC389084","PONS",-1.44112235276396,-0.0182042236803336,0.152390753546953,0.504734197633766
"cg01772980","SCGB1D1","11",61714271,"","lipophilin A precursor","FCTX",1.43953304810594,0.0229226036050116,0.15240319472781,0.994688424085358
"cg07908874","TUBGCP2","10",134972996,"-","tubulin; gamma complex associated protein 2","TCTX",-1.4398450299053,-0.0054979921425465,0.152472365097284,0.973634788646489
"cg17568996","NFAM1","22",41158069,"","NFAT activation molecule 1 precursor","TCTX",1.43978293968221,0.0189006819945723,0.152489905362818,0.973634788646489
"cg18138484","CABP2","11",67047602,"","calcium binding protein 2 isoform 2","CRBLM",1.4407620368414,0.0337686681081631,0.152518362210459,0.668151141405316
"cg19282250","KIAA0367","9",78518342,"","BNIP2 motif containing molecule at the carboxyl terminal region 1","PONS",1.44057202690853,0.01469748882338,0.152520423489333,0.504734197633766
"cg24447890","LMAN1L","15",72892197,"","lectin; mannose-binding; 1 like","CRBLM",1.44040806333782,0.0353332095087392,0.15261822715751,0.668151141405316
"cg15684563","TSPAN8","12",69838455,"","transmembrane 4 superfamily member 3","TCTX",-1.43932765291902,-0.0215766196217201,0.152618569738552,0.973634788646489
"cg22505977","SLC36A2","5",150707652,"","solute carrier family 36 (proton/amino acid symporter); member 2","CRBLM",1.4403602821304,0.0260786171426465,0.152631711317314,0.668151141405316
"cg17199658","MGC39715","8",101730654,"-","hypothetical protein LOC169166","CRBLM",1.44018119110003,0.0226981407621697,0.15268226012047,0.668151141405316
"cg03930970","ZDHHC4","7",6584685,"","zinc finger; DHHC domain containing 4","FCTX",1.43848942546261,0.0148433491970351,0.152698385019587,0.994688424085358
"cg26746469","KIAA0406","20",36096704,"","hypothetical protein LOC9675","PONS",-1.43989043535587,-0.0186363724140286,0.15271282187625,0.504734197633766
"cg09523691","ATG12","5",115206709,"","APG12 autophagy 12-like","FCTX",1.43812699462322,0.0164368174624637,0.1528010020394,0.994688424085358
"cg21402035","GALR3","22",36549346,"","galanin receptor 3","PONS",-1.43935150112291,-0.0124478750919887,0.152865083690727,0.504734197633766
"cg14567401","FLJ38288","19",62953959,"","hypothetical protein LOC284309","CRBLM",1.43947801899936,0.0241441160740102,0.152880856762818,0.668151141405316
"cg16858125","ELOVL1","1",43607344,"-","elongation of very long chain fatty acids (FEN1/Elo2; SUR4/Elo3; yeast)-like 1","FCTX",1.43764363960217,0.0149342867151524,0.152937939564369,0.994688424085358
"cg15309578","PELI1","2",64192831,"","pellino protein","PONS",-1.43885713949444,-0.0277830351065232,0.153004855595153,0.504734197633766
"cg26822175","CRYBA4","22",25348010,"","crystallin; beta A4","CRBLM",1.43881788640727,0.0442781116231977,0.153067479035696,0.668151141405316
"cg20840847","APBA2","15",27000918,"","amyloid beta A4 precursor protein-binding; family A; member 2","PONS",1.43824491758005,0.00898442478714566,0.153178086936296,0.504734197633766
"cg20811607","SMPD2","6",109867524,"+","sphingomyelin phosphodiesterase 2; neutral membrane (neutral sphingomyelinase)","CRBLM",1.43841517302562,0.0276307387929831,0.153181414057523,0.668151141405316
"cg18750756","MGC29671","17",4283980,"","hypothetical protein LOC201305","CRBLM",1.43783954571475,0.0259830961956617,0.153344383134556,0.668151141405316
"cg00169548","BAZ1A","14",34414883,"","bromodomain adjacent to zinc finger domain; 1A isoform a","PONS",1.4376085741732,0.016440633633007,0.153358303788557,0.504734197633766
"cg06471905","ADAM11","17",40191214,"+","ADAM metallopeptidase domain 11 preproprotein","CRBLM",1.43762298823583,0.0236428114979398,0.15340572853027,0.668151141405316
"cg26154999","FLJ22746","2",224974590,"-","hypothetical protein LOC79843","CRBLM",1.43607602005997,0.0235777493764415,0.153844496919311,0.668151141405316
"cg07085271","MMP24","20",33277475,"","matrix metalloproteinase 24 preproprotein","TCTX",1.4347110646779,0.0204932086242277,0.153927948365746,0.973634788646489
"cg14173523","FUT5","19",5822035,"","fucosyltransferase 5","CRBLM",1.43533989157699,0.0145779187951068,0.154053625208571,0.668151141405316
"cg09527362","C6orf150","6",74218863,"-","hypothetical protein LOC115004","CRBLM",-1.43511469465939,-0.0248201717269279,0.154117645608972,0.668151141405316
"cg09173897","KIAA1622","14",93709485,"+","HEAT-like repeat-containing protein isoform 2","CRBLM",-1.43377600433596,-0.0230704319437817,0.154525087398441,0.668151141405316
"cg09109996","LOH11CR2A","11",123491304,"+","BCSC-1 isoform 2","PONS",-1.4334957720687,-0.0120016431847033,0.154527021685185,0.5071408288053
"cg08878744","LCE1B","1",151050298,"","late cornified envelope 1B","PONS",1.43329128708566,0.0201767141745622,0.154585307811544,0.5071408288053
"cg17465304","KIF12","9",115901263,"-","kinesin family member 12","TCTX",-1.43227585440175,-0.0179793097483538,0.154622107870856,0.973634788646489
"cg00554173","ProSAPiP1","20",3097777,"","ProSAPiP1 protein","CRBLM",1.43324952232251,0.0350366971535223,0.154648676771812,0.668151141405316
"cg11213150","ANGPTL2","9",128924278,"","angiopoietin-like 2 precursor","FCTX",1.43160203320464,0.0215756100581378,0.154657541735327,0.994688424085358
"cg03271907","MGMT","10",131302633,"+","O-6-methylguanine-DNA methyltransferase","FCTX",1.43152555402801,0.00849040530201352,0.15467940458485,0.994688424085358
"cg22784047","MVP","16",29732043,"","major vault protein","FCTX",1.43140094147689,0.0181037628844462,0.154715032249993,0.994688424085358
"cg20802392","CTSK","1",149047308,"-","cathepsin K preproprotein","PONS",1.43280313557187,0.0237537432718605,0.154724518304121,0.5071408288053
"cg06821120","RASSF1","3",50350463,"-","Ras association domain family 1 isoform A","TCTX",1.43149076113763,0.0104220864458809,0.154846412019297,0.973634788646489
"cg23440155","CYP4B1","1",47037188,"","cytochrome P450; family 4; subfamily B; polypeptide 1","FCTX",1.43024415469833,0.0164439304870222,0.155046067295902,0.994688424085358
"cg16504670","FLJ20186","16",88541754,"+","differentially expressed in FDCP 8 isoform 1","CRBLM",1.43170328749257,0.0310049182582407,0.155089970921327,0.668151141405316
"cg09801065","FAT2","5",150929345,"","FAT tumor suppressor 2 precursor","CRBLM",1.4313645106066,0.0329696890080645,0.155186786903611,0.668151141405316
"cg23163573","SULT1C1","2",108271900,"","sulfotransferase family; cytosolic; 1C; member 1 isoform a","PONS",1.43100470223992,0.0220442018540095,0.155238226355442,0.508126780309741
"cg08775230","C11orf52","11",111294703,"","hypothetical protein LOC91894","TCTX",1.42944341852569,0.0128286132944215,0.155432522465852,0.973634788646489
"cg07694025","SFRP2","4",154928891,"-","secreted frizzled-related protein 2 precursor","PONS",-1.43026649130276,-0.020390381307512,0.15544946993616,0.508126780309741
"cg26900154","OTOF","2",26635235,"","otoferlin isoform a","FCTX",1.42737663861716,0.015629574725956,0.155869003627413,0.994688424085358
"cg01185754","F3","1",94779317,"-","coagulation factor III precursor","TCTX",1.42768512306826,0.0121662687846643,0.155937244378321,0.973634788646489
"cg18176712","MYL5","4",661489,"","myosin regulatory light chain 5","PONS",1.42838327437916,0.00956375487776947,0.155989365703749,0.509196894041121
"cg24861272","TCF8","10",31647159,"+","transcription factor 8 (represses interleukin 2 expression)","CRBLM",1.42791657475434,0.0207584213936301,0.156174789154827,0.668151141405316
"cg16377880","CYP4F3","19",15612167,"","cytochrome P450; family 4; subfamily F; polypeptide 3","CRBLM",1.42771946631823,0.0273108665904943,0.156231416212263,0.668151141405316
"cg25417405","SLC27A2","15",48261421,"+","solute carrier family 27 (fatty acid transporter); member 2","FCTX",-1.42551651926412,-0.0151523440657588,0.156404621629397,0.994688424085358
"cg08711674","AKT1S1","19",55073690,"","AKT1 substrate 1 (proline-rich)","CRBLM",1.42669910451278,0.0141121124690348,0.156524807261239,0.668151141405316
"cg03167883","FLJ46365","8",49665520,"","hypothetical protein LOC401459","FCTX",1.42467826360445,0.0194253397202019,0.156646456924247,0.994688424085358
"cg15686608","DAB2IP","9",123500829,"+","DAB2 interacting protein isoform 2","CRBLM",1.42616544694051,0.0268403259126084,0.156678421799119,0.668151141405316
"cg02298612","CHST6","16",74085960,"-","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6","TCTX",-1.42499794588652,-0.0207105142026157,0.156711034375312,0.973634788646489
"cg23183296","UGT2B28","4",70181011,"","UDP glycosyltransferase 2 family; polypeptide B28","TCTX",-1.42443347316414,-0.028207768445487,0.156895009499406,0.973634788646489
"cg15639951","MAP3K14","17",40723392,"","mitogen-activated protein kinase kinase kinase 14","CRBLM",1.4250654516756,0.0380359435415334,0.15699542353401,0.668151141405316
"cg22968401","PIPOX","17",24394135,"","L-pipecolic acid oxidase","CRBLM",1.42488896158307,0.0121907963116463,0.157046331123449,0.668151141405316
"cg12862537","NNAT","20",35582093,"+","neuronatin isoform alpha","TCTX",1.42352318330226,0.0103611874711658,0.15713695260854,0.973634788646489
"cg17272843","KCTD14","11",77411928,"-","potassium channel tetramerisation domain containing 14","FCTX",1.42208829171547,0.0167873624862324,0.15739547162443,0.994688424085358
"cg10990993","MLH1","3",37008636,"","MutL protein homolog 1","CRBLM",1.42315210100715,0.0151202451030032,0.157547995864819,0.668151141405316
"cg18913951","TMEM45B","11",129190572,"","transmembrane protein 45B","TCTX",-1.42122951959152,-0.00432503087604379,0.157801137504435,0.973634788646489
"cg03483626","KCNA3","1",111019799,"-","potassium voltage-gated channel; shaker-related subfamily; member 3","TCTX",1.42099433061488,0.0200999565316213,0.157869363583732,0.973634788646489
"cg04969878","TMEM19","12",70365507,"+","transmembrane protein 19","TCTX",-1.4207520328067,-0.0172040188455754,0.157939675520768,0.973634788646489
"cg09382492","AANAT","17",71975276,"","arylalkylamine N-acetyltransferase","FCTX",1.42001131933015,0.0243768054535061,0.157998109047573,0.994688424085358
"cg23617760","C16orf44","16",83239008,"","hypothetical protein LOC79786","CRBLM",1.42156361908258,0.0228183497268381,0.158007880676002,0.668151141405316
"cg16772514","C1QL1","17",40402398,"-","complement component 1; q subcomponent-like 1","TCTX",-1.42040319220411,-0.0113882323864541,0.158040947075803,0.973634788646489
"cg23363832","RBP1","3",140741629,"-","retinol binding protein 1; cellular","FCTX",-1.41934571105648,-0.0285684980351045,0.158191610123786,0.994688424085358
"cg17749961","LYCAT","2",30523367,"+","lysocardiolipin acyltransferase isoform 2","CRBLM",-1.42057975621011,-0.0318019166562059,0.158293237435609,0.668151141405316
"cg00819362","CLIPR-59","19",41216048,"","CLIP-170-related protein","PONS",1.42030722055261,0.0113537854021381,0.158321037242879,0.51610504113461
"cg01530101","KCNQ1DN","11",2847674,"+","KCNQ1 downstream neighbor","CRBLM",1.42040513248866,0.0226728502739766,0.158343926111913,0.668151141405316
"cg15383120","DUSP22","6",236909,"+","dual specificity phosphatase 22","CRBLM",1.42017595544529,0.0432968012737949,0.15841046908913,0.668151141405316
"cg03704393","ZNF169","9",96081822,"","zinc finger protein 169","CRBLM",1.4200618251334,0.0439298761109803,0.158443615539189,0.668151141405316
"cg23668631","CAMKK1","17",3743685,"","calcium/calmodulin-dependent protein kinase 1 alpha isoform a","CRBLM",1.41949307756201,0.0240700094452103,0.158608874192483,0.668151141405316
"cg11706163","C9","5",39400252,"","complement component 9","CRBLM",1.4194256058114,0.0190036577483778,0.158628487957046,0.668151141405316
"cg03330058","ABTB1","3",128875093,"+","ankyrin repeat and BTB (POZ) domain containing 1 isoform 1","TCTX",1.41772262678039,0.00953950199404624,0.158820801136662,0.973634788646489
"cg11946503","NEUROG1","5",134898413,"-","neurogenin 1","TCTX",-1.41766346493763,-0.0130663850170449,0.15885907110863,0.973634788646489
"cg07239938","ELA2","19",803813,"+","elastase 2; neutrophil preproprotein","FCTX",1.41697132615924,0.0165483140655215,0.158883354067233,0.994688424085358
"cg03716999","FLJ46380","1",6188389,"+","hypothetical protein LOC388591","PONS",-1.41754760169783,-0.0117562731930013,0.159123880913561,0.51627733929418
"cg21280510","NT5C1A","1",39909676,"-","5prime-nucleotidase; cytosolic IA","FCTX",1.41583616761303,0.0127583400193126,0.159214883832777,0.994688424085358
"cg15261665","LTF","3",46481378,"-","lactotransferrin","FCTX",-1.41565206874846,-0.019069785736726,0.159268700855523,0.994688424085358
"cg14818279","SH3TC2","5",148422747,"","SH3 domain and tetratricopeptide repeats 2","PONS",-1.41703852000486,-0.0266784248495666,0.159272326326608,0.51627733929418
"cg27609819","PLCL1","2",198524422,"","phospholipase C-like 1","TCTX",-1.41603383373553,-0.00849408829433713,0.159313631748412,0.973634788646489
"cg03954858","FAM83F","22",38734903,"","hypothetical protein LOC113828","PONS",1.41660264485851,0.0217378354248331,0.159399509479379,0.51627733929418
"cg00666746","SYDE1","19",15078781,"+","synapse defective 1; Rho GTPase; homolog 1","PONS",1.41624656681492,0.0117582401575159,0.159503466571058,0.51627733929418
"cg17506742","IL10RB","21",33560841,"+","interleukin 10 receptor; beta precursor","CRBLM",-1.41635662879167,-0.0397279498951832,0.15952259639747,0.668151141405316
"cg04555771","CACNA2D2","3",50515141,"-","calcium channel; voltage-dependent; alpha 2/delta subunit 2 isoform a","CRBLM",1.41619930226397,0.0192972102410957,0.159568535458238,0.668151141405316
"cg06793062","CNTNAP4","16",74901369,"","cell recognition protein CASPR4 isoform 1","TCTX",1.41487942381097,0.00433572243112766,0.159651189830712,0.973634788646489
"cg22083047","PRICKLE2","3",64186504,"","prickle-like 2","PONS",-1.41564032998809,-0.0165649345245289,0.159680577166567,0.51627733929418
"cg04994456","RNF186","1",20014249,"","ring finger protein 186","PONS",-1.41542231567241,-0.00942084245313889,0.159744306353374,0.51627733929418
"cg01580044","PHTF1","1",114102179,"-","putative homeodomain transcription factor 1","TCTX",1.41447015979509,0.011816529233544,0.159770993080019,0.973634788646489
"cg15518950","PRP2","5",72451526,"+","proline-rich protein PRP2","TCTX",-1.41442754008138,-0.0248562594380103,0.15978347304149,0.973634788646489
"cg18575221","C14orf162","14",69107481,"","chromosome 14 open reading frame 162","PONS",-1.41495076728907,-0.0122901858393013,0.159882214422488,0.51627733929418
"cg20035459","CLDN6","16",3008708,"-","claudin 6","PONS",-1.41361793137126,-0.0236408879650379,0.160272506322866,0.516841083646821
"cg07823492","HOXB1","17",43963098,"-","homeo box B1","CRBLM",1.4133335360272,0.020777006028251,0.160407110421352,0.668151141405316
"cg10173075","RLBP1","15",87565840,"","retinaldehyde binding protein 1","CRBLM",-1.41280137015857,-0.0153973330871267,0.160563202862217,0.668151141405316
"cg25076881","OR10J1","1",157676460,"","olfactory receptor; family 10; subfamily J; member 1","FCTX",1.41071796543718,0.0190108146717931,0.160716263481579,0.994688424085358
"cg23792978","PDE2A","11",72063346,"","phosphodiesterase 2A; cGMP-stimulated","CRBLM",-1.41176111155141,-0.0245462570120492,0.160868662768971,0.668151141405316
"cg17199658","MGC39715","8",101730654,"-","hypothetical protein LOC169166","FCTX",1.4102384162025,0.0237941659064038,0.160875966431731,0.994688424085358
"cg06849477","PRR5","22",43451388,"","proline rich protein 5 isoform 2","PONS",-1.41152104498811,-0.0127349791967423,0.160888010718953,0.517875297421365
"cg22747092","BTBD14A","9",138127639,"-","BTB (POZ) domain containing 14A","FCTX",1.41002360373179,0.0150733919043132,0.1609207793218,0.994688424085358
"cg24202119","CAPSL","5",35974449,"","calcyphosine-like","FCTX",-1.41000419502537,-0.0147099191257865,0.160926498777559,0.994688424085358
"cg15726245","GPR12","13",26231506,"-","G protein-coupled receptor 12","CRBLM",1.41129829296306,0.0394072764099521,0.161004707078343,0.668151141405316
"cg06980053","RASSF1","3",50350678,"-","Ras association domain family 1 isoform A","CRBLM",1.4111985018421,0.0176138188443546,0.161034051960611,0.668151141405316
"cg09404633","LMOD1","1",200182069,"-","leiomodin 1 (smooth muscle)","FCTX",1.4095298889005,0.0129001665541204,0.161066317996733,0.994688424085358
"cg13553204","CNKSR1","1",26377135,"","connector enhancer of kinase suppressor of Ras 1","CRBLM",1.41104162059893,0.0245027264603707,0.161080193219936,0.668151141405316
"cg20664201","INHBE","12",56135537,"","activin beta E","CRBLM",1.41089796541408,0.0304095784528005,0.161122453365638,0.668151141405316
"cg09467501","PYY","17",39438719,"-","peptide YY","TCTX",-1.40972443700823,-0.0153682235888856,0.161165232024437,0.973634788646489
"cg17238009","C10orf11","10",77212588,"+","chromosome 10 open reading frame 11","PONS",-1.41051289709916,-0.0242595823372207,0.161184578506627,0.517875297421365
"cg06454084","MGC15476","19",51850082,"-","thymus expressed gene 3-like","PONS",-1.41031908263564,-0.0196818458998453,0.161241641016836,0.517875297421365
